status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,24,all credits at this bank paid back duly,furniture/equipment,2024,A63,... < 1 year,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,none,yes,0.765
no checking account,24,existing credits paid back duly till now,furniture/equipment,4362,A63,.. >= 7 years,3,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,unskilled - resident,1,none,no,0.733
no checking account,33,existing credits paid back duly till now,business,2849,A63,.. >= 7 years,3,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,2,none,yes,0.719
no checking account,24,existing credits paid back duly till now,furniture/equipment,2764,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,69,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.757
no checking account,60,existing credits paid back duly till now,furniture/equipment,2830,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.667
... < 0 DM,8,all credits at this bank paid back duly,furniture/equipment,1076,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,0.712
... < 0 DM,18,existing credits paid back duly till now,business,1132,A61,unemployed,4,female : divorced/separated/married,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,no,0.752
no checking account,19,existing credits paid back duly till now,furniture/equipment,3372,A61,... < 1 year,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.772
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,317,A63,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,skilled employee / official,2,none,yes,0.694
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1125,A61,unemployed,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.72
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
no checking account,6,all credits at this bank paid back duly,radio/television,1696,A63,... < 1 year,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.823
no checking account,4,all credits at this bank paid back duly,radio/television,276,A63,.. >= 7 years,2,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,none,no,0.702
no checking account,6,all credits at this bank paid back duly,radio/television,6679,A63,.. >= 7 years,1,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,none,yes,0.749
no checking account,6,all credits at this bank paid back duly,business,1740,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,2,none,yes,0.703
no checking account,11,all credits at this bank paid back duly,radio/television,1864,A63,.. >= 7 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,bank,own,4,unskilled - resident,2,none,yes,0.738
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,276,A61,1 <= ... < 4 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.771
... < 0 DM,12,all credits at this bank paid back duly,furniture/equipment,1524,A62,1 <= ... < 4 years,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unemployed/ unskilled - non-resident,1,none,no,0.886
... < 0 DM,12,existing credits paid back duly till now,repairs,4656,A61,unemployed,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,2,none,yes,0.756
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1271,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,for free,1,unskilled - resident,2,none,no,0.746
... < 0 DM,31,existing credits paid back duly till now,furniture/equipment,1290,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unskilled - resident,2,none,yes,0.708
... < 0 DM,8,all credits at this bank paid back duly,furniture/equipment,1076,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,0.712
... < 0 DM,18,existing credits paid back duly till now,business,1132,A61,unemployed,4,female : divorced/separated/married,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,no,0.752
no checking account,19,existing credits paid back duly till now,furniture/equipment,3372,A61,... < 1 year,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.772
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,317,A63,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,skilled employee / official,2,none,yes,0.694
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1125,A61,unemployed,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.72
... < 0 DM,21,all credits at this bank paid back duly,car (new),5984,A62,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,4,unskilled - resident,2,none,yes,0.758
... < 0 DM,21,all credits at this bank paid back duly,business,1684,A65,1 <= ... < 4 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,4,unemployed/ unskilled - non-resident,2,none,no,0.786
... < 0 DM,27,all credits at this bank paid back duly,furniture/equipment,276,A64,1 <= ... < 4 years,4,male : single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,41,none,own,1,unskilled - resident,2,none,yes,0.769
... < 0 DM,15,all credits at this bank paid back duly,car (new),1669,A65,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,40,none,for free,2,unskilled - resident,2,none,yes,0.734
... < 0 DM,31,all credits at this bank paid back duly,car (new),1595,A65,... < 1 year,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,75,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.77
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (new),276,A63,... < 1 year,4,male : single,none,2,real estate,28,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.757
... < 0 DM,9,existing credits paid back duly till now,car (new),1582,A65,... < 1 year,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",75,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.775
0 <= ... < 200 DM,9,existing credits paid back duly till now,repairs,2934,A65,... < 1 year,4,male : single,co-applicant,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.744
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1504,A62,... < 1 year,4,male : single,none,4,real estate,35,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.727
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),1580,A65,... < 1 year,4,male : single,guarantor,4,real estate,35,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.742
... < 0 DM,8,existing credits paid back duly till now,radio/television,1747,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.766
... < 0 DM,24,delay in paying off in the past,radio/television,1318,A61,unemployed,4,male : single,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.717
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,4539,A62,unemployed,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.763
... < 0 DM,24,existing credits paid back duly till now,radio/television,1797,A61,... < 1 year,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.766
... < 0 DM,60,existing credits paid back duly till now,radio/television,1876,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.726
0 <= ... < 200 DM,44,existing credits paid back duly till now,radio/television,276,A62,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,for free,1,skilled employee / official,1,none,yes,0.684
... < 0 DM,44,all credits at this bank paid back duly,radio/television,3325,A62,unemployed,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,2,none,no,0.817
0 <= ... < 200 DM,45,delay in paying off in the past,repairs,4799,A64,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,0.767
0 <= ... < 200 DM,60,existing credits paid back duly till now,radio/television,2952,A62,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,unemployed/ unskilled - non-resident,2,none,yes,0.735
0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,3061,A62,... < 1 year,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.797
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.721
