status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... >= 200 DM / salary assignments for at least 1 year,10.0,critical account/ other credits existing (not at this bank),car (used),2367.0,A61,... < 1 year,1.0,male : single,none,3.0,real estate,48.0,none,rent,2.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.25
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),radio/television,2013.0,A61,unemployed,1.0,male : single,none,4.0,real estate,56.0,none,rent,1.0,unskilled - resident,2.0,none,no,0.238
... < 0 DM,10.0,no credits taken/ all credits paid back duly,car (new),2244.0,A61,... < 1 year,1.0,male : married/widowed,co-applicant,3.0,real estate,48.0,bank,rent,3.0,unskilled - resident,2.0,none,no,0.208
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),6795.0,A61,... < 1 year,1.0,male : single,none,3.0,real estate,48.0,stores,rent,1.0,unskilled - resident,2.0,none,no,0.342
no checking account,7.0,existing credits paid back duly till now,furniture/equipment,1301.0,A61,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,47.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.234
no checking account,18.0,existing credits paid back duly till now,furniture/equipment,1992.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,4.0,unknown / no property,20.0,bank,for free,1.0,skilled employee / official,1.0,none,yes,0.365
no checking account,18.0,delay in paying off in the past,furniture/equipment,1925.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,47.0,bank,for free,4.0,skilled employee / official,2.0,none,yes,0.316
no checking account,18.0,existing credits paid back duly till now,repairs,1987.0,A62,unemployed,4.0,male : single,none,4.0,unknown / no property,47.0,bank,for free,2.0,skilled employee / official,1.0,none,yes,0.23
no checking account,30.0,existing credits paid back duly till now,furniture/equipment,5788.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,49.0,bank,for free,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.26
no checking account,4.0,critical account/ other credits existing (not at this bank),others,276.0,A61,unemployed,2.0,male : single,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.033
no checking account,24.0,critical account/ other credits existing (not at this bank),others,6254.0,A61,unemployed,4.0,male : single,co-applicant,2.0,unknown / no property,26.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.035
no checking account,17.0,critical account/ other credits existing (not at this bank),others,4277.0,A61,unemployed,4.0,male : single,co-applicant,2.0,unknown / no property,23.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.038
no checking account,31.0,critical account/ other credits existing (not at this bank),others,8193.0,A61,unemployed,4.0,male : single,co-applicant,2.0,unknown / no property,34.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.033
no checking account,46.0,critical account/ other credits existing (not at this bank),others,12459.0,A61,unemployed,4.0,male : single,co-applicant,3.0,unknown / no property,49.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.032
no checking account,24.0,critical account/ other credits existing (not at this bank),radio/television,4971.0,A61,... < 1 year,1.0,male : married/widowed,none,1.0,unknown / no property,32.0,stores,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.308
no checking account,24.0,critical account/ other credits existing (not at this bank),radio/television,4632.0,A61,4 <= ... < 7 years,3.0,male : married/widowed,none,3.0,unknown / no property,47.0,none,for free,2.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.232
no checking account,24.0,no credits taken/ all credits paid back duly,radio/television,5077.0,A61,... < 1 year,3.0,male : married/widowed,co-applicant,4.0,unknown / no property,48.0,bank,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.101
no checking account,24.0,critical account/ other credits existing (not at this bank),radio/television,5148.0,A62,... < 1 year,3.0,male : single,none,3.0,real estate,47.0,none,for free,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.217
no checking account,31.0,critical account/ other credits existing (not at this bank),radio/television,10356.0,A61,unemployed,3.0,male : married/widowed,none,3.0,unknown / no property,47.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.285
... < 0 DM,6.0,existing credits paid back duly till now,radio/television,2671.0,A62,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,22.0,none,rent,1.0,skilled employee / official,2.0,none,yes,0.209
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,radio/television,2678.0,A63,1 <= ... < 4 years,2.0,male : single,none,3.0,real estate,46.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.241
... < 0 DM,6.0,no credits taken/ all credits paid back duly,radio/television,2342.0,A64,unemployed,2.0,male : single,none,4.0,real estate,44.0,none,rent,1.0,skilled employee / official,2.0,none,yes,0.185
... < 0 DM,6.0,existing credits paid back duly till now,radio/television,2604.0,A63,1 <= ... < 4 years,2.0,male : married/widowed,co-applicant,3.0,unknown / no property,44.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.188
... < 0 DM,19.0,existing credits paid back duly till now,radio/television,7208.0,A63,1 <= ... < 4 years,2.0,male : single,none,3.0,real estate,44.0,stores,rent,1.0,skilled employee / official,2.0,none,yes,0.231
0 <= ... < 200 DM,12.0,critical account/ other credits existing (not at this bank),car (used),1886.0,A61,unemployed,2.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.158
no checking account,12.0,critical account/ other credits existing (not at this bank),car (used),1759.0,A61,unemployed,4.0,male : single,none,2.0,unknown / no property,34.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.041
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),car (used),276.0,A61,unemployed,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.224
0 <= ... < 200 DM,18.0,critical account/ other credits existing (not at this bank),car (used),3665.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.213
0 <= ... < 200 DM,34.0,critical account/ other credits existing (not at this bank),car (used),7957.0,A61,unemployed,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",56.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.216
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,1162.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,2.0,real estate,26.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.215
0 <= ... < 200 DM,7.0,existing credits paid back duly till now,radio/television,276.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,guarantor,3.0,real estate,19.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.224
0 <= ... < 200 DM,18.0,all credits at this bank paid back duly,car (used),1107.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,26.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.223
0 <= ... < 200 DM,23.0,existing credits paid back duly till now,radio/television,2423.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,31.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.214
0 <= ... < 200 DM,40.0,existing credits paid back duly till now,radio/television,7304.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,48.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.205
... >= 200 DM / salary assignments for at least 1 year,9.0,critical account/ other credits existing (not at this bank),car (used),1838.0,A63,1 <= ... < 4 years,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.212
... >= 200 DM / salary assignments for at least 1 year,15.0,critical account/ other credits existing (not at this bank),car (used),2372.0,A61,1 <= ... < 4 years,2.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,1.0,skilled employee / official,1.0,none,no,0.283
... >= 200 DM / salary assignments for at least 1 year,15.0,critical account/ other credits existing (not at this bank),repairs,2340.0,A63,1 <= ... < 4 years,2.0,male : married/widowed,co-applicant,2.0,unknown / no property,36.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.234
... >= 200 DM / salary assignments for at least 1 year,32.0,critical account/ other credits existing (not at this bank),car (used),7123.0,A63,1 <= ... < 4 years,2.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.279
... >= 200 DM / salary assignments for at least 1 year,15.0,critical account/ other credits existing (not at this bank),car (used),2271.0,A63,1 <= ... < 4 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.274
no checking account,8.0,critical account/ other credits existing (not at this bank),repairs,1644.0,A61,1 <= ... < 4 years,3.0,male : divorced/separated,none,1.0,real estate,23.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.318
no checking account,24.0,critical account/ other credits existing (not at this bank),repairs,2061.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,2.0,real estate,33.0,stores,own,1.0,skilled employee / official,1.0,none,no,0.18
no checking account,24.0,critical account/ other credits existing (not at this bank),repairs,2139.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,real estate,33.0,none,own,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.216
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,car (used),1984.0,A62,1 <= ... < 4 years,4.0,male : divorced/separated,co-applicant,2.0,real estate,33.0,none,own,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.163
no checking account,37.0,critical account/ other credits existing (not at this bank),repairs,7116.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,2.0,real estate,36.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.31
no checking account,38.0,no credits taken/ all credits paid back duly,car (used),4999.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,30.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.234
no checking account,53.0,no credits taken/ all credits paid back duly,car (used),9363.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,real estate,39.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.047
no checking account,54.0,no credits taken/ all credits paid back duly,others,9179.0,A62,1 <= ... < 4 years,2.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,39.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.07
no checking account,60.0,no credits taken/ all credits paid back duly,car (used),10188.0,A65,1 <= ... < 4 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,44.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.186
no checking account,54.0,no credits taken/ all credits paid back duly,car (used),14759.0,A65,1 <= ... < 4 years,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,63.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.208
... < 0 DM,46.0,no credits taken/ all credits paid back duly,furniture/equipment,7165.0,A61,1 <= ... < 4 years,2.0,male : single,none,3.0,unknown / no property,36.0,none,own,2.0,skilled employee / official,2.0,none,yes,0.259
... >= 200 DM / salary assignments for at least 1 year,48.0,no credits taken/ all credits paid back duly,furniture/equipment,7166.0,A62,1 <= ... < 4 years,3.0,male : single,none,4.0,unknown / no property,53.0,none,for free,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.317
... < 0 DM,48.0,no credits taken/ all credits paid back duly,car (used),6715.0,A61,1 <= ... < 4 years,3.0,male : single,none,4.0,unknown / no property,61.0,none,for free,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.157
