status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,A61,... < 1 year,1,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,car (new),7763,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1381,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1245,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1442,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),2746,A61,unemployed,4,female : divorced/separated/married,none,4,real estate,31,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,no credits taken/ all credits paid back duly,furniture/equipment,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,3965,A61,1 <= ... < 4 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,delay in paying off in the past,education,6887,A61,1 <= ... < 4 years,4,male : single,none,3,if not A121 : building society savings agreement/ life insurance,29,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,3446,A61,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,none,yes,1
... < 0 DM,28,existing credits paid back duly till now,car (new),4006,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,4,all credits at this bank paid back duly,education,276,A61,.. >= 7 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,no credits taken/ all credits paid back duly,business,276,A61,.. >= 7 years,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,19,stores,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,all credits at this bank paid back duly,furniture/equipment,276,A61,1 <= ... < 4 years,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,19,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,all credits at this bank paid back duly,education,276,A61,unemployed,1,male : single,none,1,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,radio/television,3190,A61,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,car (new),1977,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,20,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,12,no credits taken/ all credits paid back duly,others,2579,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,25,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,21,all credits at this bank paid back duly,domestic appliances,276,A61,1 <= ... < 4 years,3,male : married/widowed,none,1,real estate,34,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
no checking account,18,delay in paying off in the past,furniture/equipment,1808,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,27,no credits taken/ all credits paid back duly,business,8318,A61,.. >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,42,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,60,delay in paying off in the past,business,6836,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,A62,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),11560,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,60,delay in paying off in the past,business,7297,A63,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,unknown / no property,63,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,4,delay in paying off in the past,business,276,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,delay in paying off in the past,business,276,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,existing credits paid back duly till now,car (used),4817,A61,.. >= 7 years,2,male : married/widowed,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,21,delay in paying off in the past,education,3414,A61,... < 1 year,2,male : single,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,4933,A61,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,existing credits paid back duly till now,radio/television,3190,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,radio/television,3345,A61,1 <= ... < 4 years,1,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,A61,1 <= ... < 4 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,A61,4 <= ... < 7 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,all credits at this bank paid back duly,business,3161,A61,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... >= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,business,1908,A61,.. >= 7 years,4,male : single,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,education,1977,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
