status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : single,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,rent,3.0,skilled employee / official,1.0,none,no,0.824
no checking account,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A61,.. >= 7 years,3.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,for free,1.0,unskilled - resident,1.0,none,yes,0.743
... < 0 DM,21.0,existing credits paid back duly till now,car (new),276.0,A63,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,real estate,58.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.846
no checking account,36.0,delay in paying off in the past,furniture/equipment,7423.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,real estate,75.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.592
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),8978.0,A62,unemployed,3.0,male : single,none,4.0,unknown / no property,43.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.085
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),14910.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,75.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,21.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.813
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,unskilled - resident,1.0,none,yes,0.834
... < 0 DM,4.0,delay in paying off in the past,education,276.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",29.0,stores,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.782
... >= 200 DM / salary assignments for at least 1 year,28.0,existing credits paid back duly till now,car (new),276.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,59.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.84
0 <= ... < 200 DM,46.0,critical account/ other credits existing (not at this bank),business,7126.0,A63,... < 1 year,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.802
... < 0 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.842
... < 0 DM,50.0,no credits taken/ all credits paid back duly,business,3585.0,A61,unemployed,4.0,male : single,none,4.0,real estate,19.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.278
0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),5221.0,A61,unemployed,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.763
... >= 200 DM / salary assignments for at least 1 year,60.0,all credits at this bank paid back duly,retraining,998.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.879
... < 0 DM,11.0,critical account/ other credits existing (not at this bank),others,711.0,A64,4 <= ... < 7 years,1.0,male : single,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.182
no checking account,27.0,critical account/ other credits existing (not at this bank),repairs,5260.0,A62,unemployed,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,34.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.146
no checking account,20.0,delay in paying off in the past,repairs,1368.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,real estate,19.0,none,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.23
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,others,11338.0,A62,unemployed,2.0,female : divorced/separated/married,none,3.0,unknown / no property,29.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.083
... >= 200 DM / salary assignments for at least 1 year,22.0,critical account/ other credits existing (not at this bank),radio/television,1649.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,19.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.149
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.87
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,34.0,none,rent,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.768
no checking account,24.0,delay in paying off in the past,furniture/equipment,4076.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,57.0,none,own,2.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.758
0 <= ... < 200 DM,44.0,existing credits paid back duly till now,furniture/equipment,9280.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,3.0,unskilled - resident,1.0,none,yes,0.767
... < 0 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.799
... < 0 DM,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.804
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,1 <= ... < 4 years,1.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,36.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.798
... < 0 DM,18.0,existing credits paid back duly till now,education,276.0,A65,.. >= 7 years,3.0,male : divorced/separated,guarantor,4.0,unknown / no property,63.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.798
... < 0 DM,37.0,existing credits paid back duly till now,furniture/equipment,8100.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,3.0,unskilled - resident,1.0,none,yes,0.688
0 <= ... < 200 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.858
... < 0 DM,23.0,delay in paying off in the past,domestic appliances,1194.0,A61,.. >= 7 years,4.0,male : single,none,2.0,real estate,19.0,bank,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.125
... < 0 DM,45.0,existing credits paid back duly till now,car (used),7532.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.338
no checking account,4.0,no credits taken/ all credits paid back duly,furniture/equipment,276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.748
0 <= ... < 200 DM,13.0,delay in paying off in the past,education,276.0,A63,4 <= ... < 7 years,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,27.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.87
0 <= ... < 200 DM,31.0,all credits at this bank paid back duly,retraining,2573.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",43.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.77
0 <= ... < 200 DM,48.0,no credits taken/ all credits paid back duly,furniture/equipment,8133.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,61.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.756
0 <= ... < 200 DM,60.0,delay in paying off in the past,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.865
no checking account,4.0,delay in paying off in the past,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.748
0 <= ... < 200 DM,7.0,all credits at this bank paid back duly,furniture/equipment,276.0,A61,.. >= 7 years,1.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,22.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.769
... < 0 DM,21.0,delay in paying off in the past,retraining,4468.0,A65,... < 1 year,2.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,39.0,stores,for free,4.0,unskilled - resident,1.0,none,yes,0.813
... < 0 DM,40.0,critical account/ other credits existing (not at this bank),furniture/equipment,9370.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.754
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,furniture/equipment,15945.0,A65,1 <= ... < 4 years,2.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,41.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.819
no checking account,37.0,all credits at this bank paid back duly,car (used),5880.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.274
0 <= ... < 200 DM,56.0,no credits taken/ all credits paid back duly,radio/television,10666.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,stores,own,4.0,unskilled - resident,1.0,none,yes,0.191
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,education,2521.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.88
... < 0 DM,26.0,existing credits paid back duly till now,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.827
... >= 200 DM / salary assignments for at least 1 year,4.0,delay in paying off in the past,furniture/equipment,276.0,A61,1 <= ... < 4 years,1.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,2.0,unskilled - resident,1.0,none,no,0.791
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,3636.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.888
no checking account,4.0,delay in paying off in the past,business,11350.0,A63,4 <= ... < 7 years,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.769
no checking account,60.0,existing credits paid back duly till now,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,60.0,none,for free,4.0,unskilled - resident,1.0,none,no,0.829
