status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,46.0,all credits at this bank paid back duly,retraining,6726.0,A64,... < 1 year,2.0,male : divorced/separated,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,44.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.787
no checking account,60.0,no credits taken/ all credits paid back duly,furniture/equipment,11134.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.818
0 <= ... < 200 DM,57.0,delay in paying off in the past,furniture/equipment,15945.0,A65,... < 1 year,3.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,58.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.862
... < 0 DM,4.0,no credits taken/ all credits paid back duly,radio/television,3904.0,A62,unemployed,3.0,male : single,none,1.0,unknown / no property,19.0,stores,for free,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.072
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,education,2521.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.88
... >= 200 DM / salary assignments for at least 1 year,30.0,delay in paying off in the past,repairs,6776.0,A62,unemployed,3.0,male : single,co-applicant,1.0,real estate,30.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.019
no checking account,45.0,existing credits paid back duly till now,radio/television,10672.0,A63,1 <= ... < 4 years,3.0,male : married/widowed,none,3.0,unknown / no property,46.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.1
no checking account,21.0,delay in paying off in the past,car (new),2960.0,A64,... < 1 year,4.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,52.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.809
no checking account,42.0,existing credits paid back duly till now,radio/television,8298.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,74.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.757
no checking account,6.0,existing credits paid back duly till now,radio/television,746.0,A61,unemployed,2.0,female : divorced/separated/married,none,1.0,real estate,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.117
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,radio/television,14895.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,unknown / no property,46.0,none,rent,1.0,unskilled - resident,2.0,none,no,0.139
no checking account,43.0,existing credits paid back duly till now,furniture/equipment,7494.0,A63,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.777
no checking account,20.0,delay in paying off in the past,repairs,1371.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,real estate,19.0,none,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.23
... < 0 DM,36.0,no credits taken/ all credits paid back duly,domestic appliances,5714.0,A62,unemployed,3.0,male : married/widowed,co-applicant,3.0,real estate,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.058
no checking account,55.0,existing credits paid back duly till now,car (used),10886.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,38.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.069
no checking account,4.0,existing credits paid back duly till now,retraining,276.0,A65,.. >= 7 years,4.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.77
no checking account,60.0,existing credits paid back duly till now,furniture/equipment,5812.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.818
no checking account,38.0,existing credits paid back duly till now,car (new),15945.0,A64,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,55.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.817
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,retraining,276.0,A61,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.743
... < 0 DM,4.0,delay in paying off in the past,car (new),276.0,A65,4 <= ... < 7 years,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,26.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.773
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,car (new),276.0,A63,... < 1 year,4.0,male : single,co-applicant,3.0,if not A121 : building society savings agreement/ life insurance,65.0,none,rent,3.0,unskilled - resident,1.0,none,no,0.84
no checking account,35.0,existing credits paid back duly till now,education,7364.0,A65,.. >= 7 years,4.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.853
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.869
0 <= ... < 200 DM,29.0,no credits taken/ all credits paid back duly,others,10016.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.074
0 <= ... < 200 DM,7.0,existing credits paid back duly till now,education,3563.0,A63,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,for free,2.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.764
0 <= ... < 200 DM,44.0,existing credits paid back duly till now,car (new),8848.0,A65,... < 1 year,2.0,female : divorced/separated/married,none,4.0,unknown / no property,46.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.775
... < 0 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.82
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A63,1 <= ... < 4 years,4.0,male : single,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,28.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.774
no checking account,13.0,all credits at this bank paid back duly,education,276.0,A61,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",60.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.629
no checking account,35.0,existing credits paid back duly till now,retraining,7656.0,A65,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.797
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,retraining,15636.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.788
... >= 200 DM / salary assignments for at least 1 year,31.0,critical account/ other credits existing (not at this bank),domestic appliances,2175.0,A61,1 <= ... < 4 years,2.0,male : single,guarantor,2.0,unknown / no property,25.0,bank,for free,1.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.177
no checking account,50.0,critical account/ other credits existing (not at this bank),car (new),7091.0,A64,1 <= ... < 4 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.775
... < 0 DM,32.0,all credits at this bank paid back duly,others,5590.0,A64,.. >= 7 years,1.0,male : single,guarantor,1.0,unknown / no property,21.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.182
no checking account,60.0,critical account/ other credits existing (not at this bank),car (new),15747.0,A63,unemployed,3.0,male : married/widowed,none,3.0,real estate,56.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.193
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.764
... < 0 DM,4.0,existing credits paid back duly till now,education,276.0,A63,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,41.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.723
0 <= ... < 200 DM,24.0,all credits at this bank paid back duly,car (new),276.0,A65,.. >= 7 years,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",73.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.868
no checking account,48.0,delay in paying off in the past,education,8188.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.84
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,retraining,15945.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.816
... < 0 DM,30.0,no credits taken/ all credits paid back duly,car (used),6615.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,co-applicant,2.0,unknown / no property,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.033
... >= 200 DM / salary assignments for at least 1 year,48.0,existing credits paid back duly till now,domestic appliances,10782.0,A65,unemployed,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",47.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.134
no checking account,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A64,... < 1 year,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,23.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.766
no checking account,16.0,delay in paying off in the past,retraining,1699.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",46.0,stores,rent,4.0,skilled employee / official,1.0,none,yes,0.793
... < 0 DM,36.0,delay in paying off in the past,car (new),6497.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.8
no checking account,22.0,critical account/ other credits existing (not at this bank),business,4537.0,A62,.. >= 7 years,1.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.195
0 <= ... < 200 DM,40.0,delay in paying off in the past,car (new),9813.0,A61,unemployed,3.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",61.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.189
no checking account,50.0,critical account/ other credits existing (not at this bank),car (new),7089.0,A64,1 <= ... < 4 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.775
